fips_code,white_percent,white,black,latino
40043,100,78,1,8
40045,100,84,1,12
40047,90,68,5,14
40049,99,65,4,9
40051,100,77,4,6
40053,100,82,1,6
40055,100,74,2,20
40057,47,48,11,35
40059,100,67,0,29
40061,92,58,1,2
40063,84,54,3,4
40065,70,53,7,29
40067,97,72,1,11
40069,97,56,2,5
40071,97,64,3,10
40073,93,67,1,19
40075,100,63,6,17
40077,81,58,1,4
40079,84,53,2,9
40081,100,73,3,3
40083,97,69,9,8
40085,77,59,1,23
40087,97,62,3,17
40089,68,50,10,6
40091,65,52,6,2
40093,100,80,1,14
40095,0,41,2,23
40097,54,46,1,2
40099,100,63,2,6
40101,15,39,12,7
40103,91,67,2,3
40105,58,53,4,1
40107,26,46,5,2
40109,68,43,21,24
40111,64,47,9,3
40113,66,46,15,3
40115,66,52,1,7
40117,97,68,2,3
40119,98,69,4,5
40121,67,51,3,4
40123,54,52,2,5
40125,93,61,4,5
40127,99,58,1,2
40129,100,81,1,6
40131,87,57,2,5
40133,71,50,4,4
40135,46,44,4,5
40137,97,74,3,10
40139,36,37,1,59
40141,3,45,11,35
40143,76,50,15,17
40145,68,56,5,5
40147,98,63,5,7
40149,100,75,4,12
40151,100,83,3,7
40153,100,78,1,15
41001,100,86,0,8
41003,98,77,1,12
41005,98,75,1,14
41007,100,80,1,14
41009,100,84,1,7
41011,100,73,1,9
41013,100,75,0,16
41015,100,69,1,11
41017,100,84,1,11
41019,100,79,1,9
41021,100,85,0,10
41023,100,92,0,5
41025,100,85,0,5
41027,50,50,1,45
41029,97,74,1,18
41031,36,37,1,33
41033,100,82,1,10
41035,92,69,1,17
41037,100,78,1,15
41039,99,72,2,14
41041,97,68,1,16
41043,99,80,1,12
41045,47,44,0,51
41047,74,51,1,41
41049,68,48,0,49
41051,68,54,9,21
41053,93,69,1,22
41055,100,87,0,10
41057,100,70,1,22
41059,74,55,1,37
41061,100,87,0,6
41063,100,91,0,4
41065,90,65,1,27
41067,81,56,2,26
41069,100,87,0,8
41071,97,70,1,23
42001,100,85,3,11
42003,91,71,22,1
42005,100,97,1,0
42007,99,85,10,1
42009,100,97,1,1
42011,96,64,6,27
42013,100,94,4,1
42015,100,96,1,1
42017,98,83,5,5
42019,100,96,1,1
42021,100,91,6,1
42023,100,97,1,1
42025,100,91,3,5
42027,100,90,2,2
42029,97,75,10,9
42031,100,97,1,1
42033,100,97,1,1
42035,100,96,1,1
42037,100,94,2,2
42039,100,92,3,2
42041,100,83,4,5
42043,85,57,24,11
42045,92,59,31,3
42047,100,96,0,2
42049,92,78,12,5
42051,99,90,7,1
42053,100,97,0,2
42055,98,84,5,7
42057,100,97,1,1
42059,100,98,1,0
42061,100,96,2,1
42063,100,95,2,1
42065,100,98,0,1
42067,100,93,1,5
42069,97,81,6,9
42071,96,72,6,16
42073,100,88,9,1
42075,88,76,3,18
42077,90,56,9,30
42079,93,78,6,14
42081,99,86,7,2
42083,100,96,1,1
42085,97,85,11,1
42087,100,94,3,2
42089,85,59,20,18
42091,94,71,13,5
42093,100,91,2,3
42095,89,69,9,17
42097,100,92,2,4
42099,100,96,1,1
42101,44,14,59,17
42103,90,77,9,12
42105,100,97,1,1
42107,100,92,2,4
42109,100,94,2,3
42111,100,98,1,1
42113,100,97,2,1
42115,100,96,1,2
42117,100,97,1,1
42119,100,91,3,3
42121,100,95,3,1
42123,100,97,1,1
42125,100,91,4,1
42127,100,94,2,3
42129,99,92,4,1
42131,100,96,1,1
42133,98,78,9,8
44001,100,91,2,2
44003,100,88,2,6
44005,94,80,7,8
44007,83,50,11,32
44009,100,89,2,3
45001,63,60,36,1
45003,85,56,33,7
45005,0,2,95,2
45007,94,72,20,4
45009,0,27,69,1
45011,21,40,54,2
45013,57,44,31,20
45015,79,53,32,8
45017,72,31,64,4
45019,85,46,44,6
45021,92,67,26,5
45023,61,49,47,1
45025,55,54,38,4
45027,47,33,61,4
45029,12,44,49,3
45031,49,42,55,2
45033,46,36,55,3
45035,75,54,33,6
45037,66,51,43,3
45039,0,11,86,2
45041,54,42,52,3
45043,59,50,45,4
45045,86,59,23,12
45047,58,53,36,9
45049,27,32,64,2
45051,90,65,21,8
45053,0,14,62,23
45055,92,65,28,4
45057,72,63,29,6
45059,81,59,31,7
45061,0,6,93,1
45063,88,68,20,6
45065,4,19,80,0
45067,0,23,73,2
45069,16,31,59,1
45071,74,48,37,12
45073,100,78,10,8
45075,46,20,77,2
45077,100,83,7,5
45079,63,34,56,5
45081,21,43,32,23
45083,84,62,24,9
45085,20,33,61,3
45087,91,59,37,1
45089,0,6,92,1
45091,90,67,22,6
46003,100,89,1,8
46005,95,70,2,11
46007,0,25,0,3
46009,100,96,1,1
46011,100,89,1,3
46013,100,89,1,1
46015,100,66,0,3
46017,0,0,.,.
46019,100,88,0,6
46021,100,98,0,1
46023,68,48,0,3
46025,100,94,1,4
46027,100,82,3,3
46029,100,92,1,2
46031,78,20,0,1
46033,100,80,1,5
46035,100,90,1,3
46037,94,85,0,2
46039,100,96,1,2
46041,3,32,0,1
46043,100,95,0,1
46045,100,93,0,5
46047,98,73,1,3
46049,100,97,1,0
46051,100,95,0,3
46053,100,82,0,1
46055,100,91,0,1
46057,100,95,0,4
46059,100,98,0,1
46061,100,97,0,1
46063,100,98,0,1
46065,97,77,1,3
46067,100,96,1,2
46069,100,82,0,1
46071,43,45,0,0
46073,100,97,0,2
46075,100,79,3,2
46077,100,94,1,3
46079,100,94,1,2
46081,100,88,1,5
46083,100,94,1,2
46085,85,64,0,0
46087,100,96,0,1
46089,100,98,1,0
46091,100,92,1,3
46093,100,89,1,3
46095,14,16,0,0
46097,100,96,1,2
46099,95,77,8,6
46101,100,66,2,2
46103,95,72,2,5
46105,100,96,0,0
46107,100,93,1,1
46109,75,56,1,2
46111,100,94,0,2
46113,0,0,0,3
46115,100,97,1,1
46117,100,78,0,1
46119,100,93,1,1
46121,0,2,0,0
46123,100,73,1,1
46125,100,95,1,2
46127,100,92,1,3
46129,100,72,0,2
46135,100,89,2,4
46137,0,15,0,0
47001,100,87,7,3
47003,91,70,9,19
47005,100,93,3,2
47007,100,93,1,5
47009,100,91,4,3
47011,100,85,7,6
47013,100,98,0,1
47015,100,95,1,2
47017,100,84,12,2
47019,100,95,2,2
47021,100,94,2,3
47023,100,82,13,3
47025,100,97,1,1
47027,100,96,1,2
47029,100,92,3,3
47031,100,87,4,5
47033,100,70,14,15
47035,100,94,1,4
47037,35,32,46,17
47039,100,91,4,4
47041,100,88,2,9
47043,100,88,6,4
47045,93,74,21,4
47047,47,37,58,4
47049,100,98,0,1
47051,100,89,6,4
47053,96,73,23,3
47055,100,81,14,1
47057,100,95,0,4
47059,100,93,2,3
47061,100,99,0,1
47063,88,75,4,17
47065,92,59,31,7
47067,100,99,0,0
47069,62,44,52,2
47071,100,92,5,2
47073,100,95,2,2
47075,0,31,62,6
47077,100,86,10,3
47079,100,85,12,2
47081,100,94,2,2
47083,100,92,4,2
47085,100,94,4,1
47087,100,98,0,1
47089,100,91,2,5
47091,100,97,1,2
47093,98,77,14,5
47095,100,68,27,2
47097,42,54,41,3
47099,100,95,2,2
47101,100,93,2,2
47103,100,85,9,4
47105,100,84,2,13
47107,100,87,6,4
47109,100,90,7,1
47111,100,93,0,6
47113,47,34,59,5
47115,100,93,4,2
47117,100,84,8,6
47119,96,72,18,7
47121,100,97,1,1
47123,100,91,3,5
47125,67,58,24,10
47127,100,96,3,1
47129,100,99,0,1
47131,91,79,14,5
47133,100,98,1,1
47135,100,93,3,2
47137,100,98,0,2
47139,100,97,1,2
47141,98,85,3,10
47143,100,90,2,7
47145,100,92,4,2
47147,93,80,10,9
47149,90,67,17,10
47151,100,99,0,0
47153,100,93,0,5
47155,100,90,1,6
47157,64,20,69,7
47159,100,92,3,4
47161,100,95,2,2
47163,100,92,4,2
47165,99,83,10,5
47167,89,73,24,2
47169,100,84,13,3
47171,100,91,0,9
47173,100,94,3,1
47175,100,98,0,1
47177,100,81,4,13
47179,99,87,6,5
47181,100,97,1,1
47183,100,89,8,2
47185,100,94,3,2
47187,98,85,5,5
47189,100,83,9,5
48001,80,57,17,22
48003,0,31,2,65
48005,63,49,17,31
48007,79,53,1,40
48009,100,85,0,11
48011,100,86,2,10
48013,0,25,0,74
48015,50,49,10,38
48017,0,19,0,80
48019,100,68,1,29
48021,50,39,7,50
48023,100,73,3,21
48025,0,20,2,77
48027,38,36,26,29
48029,12,17,7,72
48031,100,64,1,32
48033,100,74,0,17
48035,94,65,2,30
48037,67,56,31,8
48039,39,41,13,38
48041,54,38,18,39
48043,0,31,1,66
48045,100,57,2,39
48047,0,1,0,98
48049,94,62,5,30
48051,61,51,16,31
48053,95,62,2,34
48055,6,30,5,63
48057,4,31,2,62
48059,100,84,1,12
48061,0,3,0,97
48063,0,41,18,38
48065,100,86,1,11
48067,95,70,20,6
48069,55,22,2,75
48071,85,66,6,24
48073,63,51,15,32
48075,100,53,6,37
48077,100,87,1,8
48079,41,30,2,66
48081,100,65,0,34
48083,100,67,3,27
48085,75,53,10,20
48087,55,48,3,46
48089,26,38,16,43
48091,88,56,2,38
48093,55,53,0,45
48095,0,45,1,52
48097,75,61,5,29
48099,49,53,16,22
48101,0,42,16,38
48103,0,27,3,69
48105,0,22,1,76
48107,0,23,3,74
48109,0,9,0,89
48111,43,49,2,47
48113,24,15,24,55
48115,42,26,3,70
48117,0,12,1,86
48119,100,72,16,7
48121,75,54,9,26
48123,21,40,9,49
48125,32,54,1,44
48127,0,7,0,92
48129,100,71,9,16
48131,0,6,0,93
48133,98,73,1,24
48135,2,24,4,69
48137,60,30,0,70
48139,59,51,11,35
48141,0,6,2,90
48143,80,61,1,35
48145,43,27,32,39
48147,100,76,6,14
48149,58,53,9,36
48151,76,58,3,37
48153,0,21,3,76
48155,100,69,4,24
48157,45,29,22,30
48159,100,68,5,23
48161,100,61,15,21
48163,0,7,0,91
48165,91,46,2,50
48167,71,47,16,31
48169,0,37,4,56
48171,57,57,0,41
48173,49,51,0,49
48175,0,43,5,50
48177,0,25,7,67
48179,85,56,3,38
48181,91,68,8,17
48183,68,45,25,26
48185,67,43,20,36
48187,28,41,8,47
48189,0,21,4,74
48191,0,33,8,57
48193,100,78,0,19
48195,24,41,0,58
48197,100,62,5,28
48199,100,84,8,6
48201,43,19,20,54
48203,75,56,23,19
48205,43,50,1,46
48207,61,54,4,37
48209,57,40,3,54
48211,100,55,0,44
48213,82,67,9,21
48215,0,2,0,97
48217,85,58,9,30
48219,24,34,3,61
48221,100,77,1,19
48223,100,64,8,24
48225,83,54,28,15
48227,46,40,5,52
48229,0,12,0,86
48231,83,63,10,23
48233,85,61,3,31
48235,100,64,3,33
48237,100,75,1,22
48239,46,51,9,39
48241,74,66,22,9
48243,0,43,0,55
48245,75,28,41,24
48247,0,3,0,96
48249,0,14,0,85
48251,90,65,3,27
48253,63,57,4,36
48255,42,30,2,67
48257,84,60,10,26
48259,90,65,0,32
48261,0,27,0,71
48263,100,72,1,25
48265,69,51,2,44
48267,100,60,0,39
48269,100,79,0,21
48271,0,27,1,71
48273,0,14,3,82
48275,33,43,7,48
48277,73,67,17,11
48279,10,28,4,67
48281,100,66,3,25
48283,0,6,0,94
48285,100,69,8,20
48287,47,45,14,39
48289,94,66,8,23
48291,78,61,9,27
48293,64,41,22,32
48295,73,53,0,44
48297,0,42,1,56
48299,100,77,1,19
48303,55,38,10,49
48305,29,37,3,58
48307,48,52,2,44
48309,75,43,18,36
48311,100,59,0,37
48313,23,51,19,28
48315,100,53,40,5
48317,32,40,0,59
48319,100,61,0,39
48321,27,31,11,54
48323,0,1,0,97
48325,0,34,1,63
48327,25,47,1,52
48329,26,33,8,56
48331,37,49,12,37
48333,96,71,0,27
48335,24,42,5,50
48337,100,79,0,17
48339,84,58,5,32
48341,15,22,1,67
48343,62,54,30,11
48345,100,68,0,31
48347,70,46,20,31
48349,53,43,15,38
48351,100,69,25,3
48353,41,46,5,46
48355,20,20,4,73
48357,0,32,0,66
48359,100,74,5,19
48361,94,75,12,9
48363,100,64,3,31
48365,100,65,18,15
48367,100,79,1,16
48369,0,24,0,75
48371,0,16,1,82
48373,89,64,12,19
48375,71,35,10,46
48377,0,4,0,94
48379,100,79,3,14
48381,91,64,4,27
48383,0,20,0,79
48385,69,56,1,42
48387,92,62,21,12
48389,0,7,1,91
48391,0,31,7,60
48393,100,87,1,10
48395,80,44,25,28
48397,90,66,6,22
48399,48,48,1,49
48401,73,53,18,25
48403,100,82,8,5
48405,69,46,36,13
48407,100,68,14,16
48409,5,28,2,67
48411,72,55,1,43
48413,0,31,0,67
48415,23,43,2,53
48417,100,81,2,15
48419,56,51,20,27
48421,51,42,0,56
48423,74,43,22,31
48425,100,68,1,27
48427,0,0,0,99
48429,100,61,1,34
48431,28,48,1,47
48433,100,70,4,25
48435,0,28,0,70
48437,30,40,7,51
48439,61,36,18,38
48441,57,52,9,33
48443,0,37,0,59
48445,25,26,3,70
48447,100,79,0,20
48449,42,29,10,59
48451,38,41,4,52
48453,64,31,10,51
48455,100,68,13,15
48457,100,81,10,5
48459,100,74,11,11
48461,45,37,2,59
48463,19,16,0,82
48465,0,7,1,91
48467,100,78,3,15
48469,17,28,8,62
48471,21,46,24,27
48473,27,23,19,56
48475,0,36,5,58
48477,56,47,23,27
48479,0,1,0,99
48481,24,31,15,52
48483,73,53,4,38
48485,82,54,12,27
48487,42,48,9,38
48489,0,2,0,97
48491,70,52,7,32
48493,60,50,1,47
48495,43,32,2,64
48497,96,68,2,27
48499,100,75,4,17
48501,0,26,0,72
48503,100,69,1,27
48505,0,1,0,99
48507,0,2,0,97
49001,100,86,0,12
49003,100,88,1,9
49005,100,82,1,13
49007,100,86,0,12
49009,100,94,1,4
49011,100,85,1,9
49013,96,80,0,6
49015,100,89,1,8
49017,100,91,0,7
49019,100,78,1,14
49021,100,85,0,9
49023,100,94,1,3
49025,100,93,0,4
49027,100,81,0,16
49029,100,95,0,2
49031,100,88,2,10
49033,100,96,0,3
49035,88,67,2,22
49037,97,44,0,3
49039,100,85,1,12
49041,100,90,1,5
49043,98,80,0,16
49045,99,84,1,11
49047,100,86,0,6
49049,99,84,1,11
49051,100,84,0,14
49053,99,83,1,12
49055,100,95,0,3
49057,90,73,1,22
50001,100,96,1,1
50003,100,96,1,1
50005,100,97,1,1
50007,99,87,5,2
50009,100,97,0,1
50011,100,90,1,1
50013,100,95,1,1
50015,100,94,1,2
50017,100,97,1,1
50019,100,95,1,1
50021,100,96,1,1
50023,100,94,2,1
50025,100,92,2,2
50027,100,95,1,1
51001,25,42,38,19
51003,94,70,11,9
51005,100,89,7,1
51007,100,66,29,3
51009,100,68,24,3
51011,100,66,24,1
51013,66,45,11,29
51015,100,92,2,3
51017,100,93,2,2
51019,100,87,6,2
51021,100,97,0,0
51023,100,92,3,2
51025,0,19,78,2
51027,100,99,0,0
51029,100,55,36,3
51031,100,76,17,2
51033,100,56,32,5
51035,100,89,2,5
51036,0,30,58,0
51037,95,61,32,2
51041,83,56,27,10
51043,100,83,3,6
51045,100,98,0,1
51047,91,63,17,13
51049,54,51,42,4
51051,100,99,1,0
51053,83,55,35,5
51057,0,39,49,3
51059,58,44,10,22
51061,100,74,10,11
51063,100,92,2,3
51065,100,74,16,4
51067,100,82,9,4
51069,100,79,5,11
51071,100,95,1,1
51073,100,83,8,4
51075,100,71,20,4
51077,100,92,2,5
51079,100,78,9,6
51081,0,25,70,3
51083,56,51,45,3
51085,100,83,10,3
51087,74,44,38,7
51089,93,62,21,11
51091,100,95,0,3
51093,100,63,28,3
51095,97,66,18,8
51097,73,52,39,4
51099,100,68,21,4
51101,100,75,17,2
51103,34,44,50,1
51105,100,98,0,1
51107,87,57,7,15
51109,100,72,20,3
51111,78,51,38,6
51113,100,83,9,3
51115,100,83,9,3
51117,39,49,44,3
51119,100,72,19,2
51121,100,85,5,3
51125,100,74,14,7
51127,100,78,12,3
51131,0,33,48,16
51133,100,55,37,6
51135,58,49,42,6
51137,100,71,16,5
51139,100,93,2,3
51141,100,87,7,5
51143,99,70,24,3
51145,100,87,8,3
51147,0,37,57,4
51149,75,51,33,8
51153,58,36,20,29
51155,100,88,6,2
51157,100,88,3,4
51159,100,59,27,9
51161,100,82,6,4
51163,100,89,4,3
51165,100,84,2,11
51167,100,97,1,1
51169,100,96,1,2
51171,100,83,2,11
51173,100,95,2,2
51175,86,56,41,1
51177,96,64,19,11
51179,86,58,18,14
51181,0,35,61,2
51183,0,23,74,2
51185,100,95,3,0
51187,100,84,5,5
51191,100,93,1,3
51193,56,46,38,10
51195,100,96,2,1
51197,100,92,5,2
51199,100,66,12,7
51510,38,28,34,30
51515,100,75,17,2
51520,100,84,10,2
51530,100,87,7,2
51540,37,45,36,8
51550,69,51,33,6
51570,92,71,15,6
51580,100,77,18,2
51590,17,24,67,5
51595,0,28,70,1
51600,0,41,9,23
51610,100,69,4,11
51620,0,16,77,2
51630,0,35,41,17
51640,100,63,9,24
51650,11,28,60,5
51660,35,46,10,37
51670,0,33,53,8
51678,100,86,6,4
51680,19,38,51,3
51683,0,28,14,48
51685,0,30,11,46
51690,0,32,57,7
51700,13,29,55,10
51710,13,22,62,6
51720,100,83,9,2
51730,0,2,93,4
51735,100,93,1,2
51740,14,22,69,3
51750,100,81,10,2
51760,36,10,81,8
51770,74,44,42,7
51775,100,81,11,3
51790,98,69,17,5
51800,11,35,55,4
51810,70,52,24,9
51820,92,68,16,11
51830,100,56,25,11
51840,83,59,11,22
53001,49,23,0,76
53003,100,87,1,6
53005,90,66,2,26
53007,75,51,0,45
53009,100,71,1,11
53011,96,72,2,13
53013,100,81,2,12
53015,99,75,1,15
53017,81,50,0,46
53019,97,64,0,3
53021,25,27,2,68
53023,100,90,0,5
53025,71,40,1,55
53027,92,69,1,17
53029,100,72,5,9
53031,100,83,1,7
53033,71,50,9,15
53035,98,67,2,11
53037,100,81,1,14
53039,100,71,1,19
53041,100,77,1,16
53043,100,89,0,4
53045,95,70,1,17
53047,76,53,1,32
53049,95,72,0,17
53051,100,81,1,5
53053,82,59,9,14
53055,100,80,1,12
53057,77,62,1,31
53059,100,84,1,9
53061,88,64,3,15
53063,100,79,2,7
53065,98,82,0,4
53067,98,69,3,12
53069,100,87,2,6
53071,82,58,1,37
53073,99,72,2,16
53075,100,79,2,7
53077,63,28,1,65
54001,100,93,1,1
54003,100,80,10,6
54005,100,99,1,0
54007,100,98,1,0
54009,100,96,1,0
54011,98,88,8,1
54013,100,98,0,1
54015,100,99,1,0
54017,100,98,0,0
54019,100,92,6,1
54021,100,97,1,1
54023,100,98,1,1
54025,100,94,4,1
54027,100,96,1,1
54029,100,94,3,1
54031,100,92,3,4
54033,100,95,3,1
54035,100,98,1,0
54037,100,82,9,6
54039,98,84,13,1
54041,100,98,0,1
54043,100,99,1,0
54045,100,96,3,0
54047,100,88,11,0
54049,100,91,6,1
54051,100,97,1,1
54053,100,97,1,1
54055,100,87,9,1
54057,100,94,4,1
54059,100,97,2,0
54061,100,88,5,2
54063,100,97,2,1
54065,100,97,1,1
54067,100,98,1,0
54069,100,88,8,1
54071,100,94,4,1
54073,100,97,0,1
54075,100,99,0,0
54077,100,99,1,0
54079,100,96,2,1
54081,99,87,9,1
54083,100,97,1,1
54085,100,98,1,1
54087,100,97,1,1
54089,100,95,2,1
54091,100,98,1,0
54093,100,98,1,0
54095,100,98,1,0
54097,100,98,1,1
54099,100,98,1,0
54101,100,98,1,0
54103,100,98,0,1
54105,100,98,1,1
54107,100,95,2,1
54109,100,98,1,0
55001,100,92,1,5
55003,100,79,1,1
55005,100,91,1,4
55007,93,70,1,2
55009,95,72,5,13
55011,100,96,1,2
55013,100,83,3,3
55015,100,87,2,7
55017,100,95,1,2
55019,100,88,1,10
55021,100,90,1,5
55023,100,96,1,2
55025,88,69,10,10
55027,100,88,1,8
55029,100,90,2,5
55031,100,90,3,1
55033,100,89,1,2
55035,100,84,2,3
55037,100,94,1,3
55039,98,86,3,8
55041,100,72,1,2
55043,100,95,1,2
55045,100,92,1,4
55047,100,88,0,9
55049,100,96,1,2
55051,100,96,1,0
55053,100,80,1,4
55055,100,84,1,12
55057,100,92,1,3
55059,92,65,12,19
55061,100,93,1,5
55063,100,83,3,2
55065,100,93,1,5
55067,100,92,1,3
55069,100,95,1,1
55071,100,84,2,6
55073,97,80,1,3
55075,100,95,1,2
55077,100,92,1,5
55078,0,0,0,5
55079,81,35,38,19
55081,100,88,2,7
55083,100,92,1,3
55085,100,90,1,2
55087,100,84,2,5
55089,100,88,3,4
55091,100,96,0,2
55093,100,94,1,2
55095,100,94,1,2
55097,100,86,1,5
55099,100,95,1,1
55101,70,58,19,19
55103,100,93,1,4
55105,87,73,8,14
55107,100,94,1,2
55109,100,91,1,3
55111,100,88,1,7
55113,100,71,1,2
55115,98,80,0,3
55117,97,76,2,10
55119,100,95,1,3
55121,100,88,1,9
55123,100,95,1,2
55125,99,76,1,2
55127,95,75,1,20
55129,100,91,1,3
55131,100,90,2,5
55133,99,84,3,7
55135,100,92,1,5
55137,100,78,1,19
55139,100,83,2,7
55141,100,89,1,4
56001,100,76,1,16
56003,100,83,0,13
56005,100,88,1,8
56007,100,72,1,24
56009,100,90,1,8
56011,100,94,0,3
56013,99,58,0,6
56015,100,79,1,17
56017,100,93,1,3
56019,100,91,0,6
56021,98,73,2,20
56023,100,92,1,5
56025,99,86,2,9
56027,100,92,0,5
56029,100,90,0,7
56031,100,87,0,11
56033,100,90,0,5
56035,100,85,0,11
56037,100,76,1,20
56039,100,69,0,28
56041,100,88,1,10
56043,100,73,0,25
56045,100,92,0,4
60010,0,0,.,.
66010,0,1,0,0
69100,0,0,0,0
69110,0,1,0,0
69120,0,0,0,0
72001,0,0,0,100
72003,0,0,0,100
72005,0,0,0,100
72007,0,0,0,100
72009,0,0,0,100
72011,0,0,0,100
72013,0,0,0,100
72015,0,0,0,100
72017,0,0,0,100
72019,0,0,0,100
72021,0,0,0,100
72023,0,0,0,100
72025,0,0,0,100
72027,0,0,0,100
72029,0,0,0,100
72031,0,0,0,100
72033,0,0,0,100
72035,0,0,0,100
72037,0,0,0,100
72039,0,0,0,100
72041,0,0,0,100
72043,0,0,0,99
72045,0,0,0,100
72047,0,0,0,100
72049,0,1,0,99
72051,0,0,0,100
72053,0,0,0,100
72054,0,0,0,100
72055,0,0,0,100
72057,0,0,0,99
72059,0,0,0,100
72061,0,0,0,100
72063,0,0,0,100
72065,0,0,0,100
72067,0,0,0,100
72069,0,0,0,100
72071,0,0,0,100
72073,0,0,0,100
72075,0,0,0,100
72077,0,0,0,100
72079,0,0,0,100
72081,0,0,0,100
72083,0,0,0,100
72085,0,0,0,100
72087,0,0,0,100
72089,0,1,0,99
72091,0,0,0,100
72093,0,1,0,99
72095,0,0,0,100
72097,0,0,0,100
72099,0,0,0,100
72101,0,0,0,100
72103,0,0,0,100
72105,0,0,0,100
72107,0,0,0,100
72109,0,0,0,100
72111,0,0,0,100
72113,0,0,0,100
72115,0,0,0,100
72117,0,1,0,99
72119,0,0,0,100
72121,0,0,0,100
72123,0,0,0,100
72125,0,0,0,100
72127,0,0,0,100
72129,0,0,0,100
72131,0,0,0,100
72133,0,0,0,100
72135,0,0,0,100
72137,0,0,0,100
72139,0,0,0,100
72141,0,0,0,99
72143,0,0,0,100
72145,0,0,0,100
72147,0,0,0,100
72149,0,0,0,100
72151,0,0,0,99
72153,0,0,0,100
78010,0,1,71,27
78020,0,4,85,8
78030,0,2,86,11
